Genetic_ID	Master_ID	Skeletal_code	Skeletal_element	Year_data	Publication	Method_for	Date_mean	Date_standard	Full_Date	Age_at	Group_ID	Locality	Political_Entity	Lat.	Long.	Pulldown_Strategy	Data_source	No._Libraries	1240k_coverage	SNPs_hit_1240k	SNPs_hit_HO	Molecular_Sex	Family_ID	Y_haplogroup_terminal	Y_haplogroup_ISOGG_curation	mtDNA_coverage	mtDNA_haplogroup	mtDNA_match	Damage_rate	Sex_ratio	Library_type	Libraries	ASSESSMENT	ASSESSMENT_WARNINGS	Unnamed:_35
I5377	I5377	SB 412B3 (A13495)	petrous	2018	OlaldeNature2018	Direct: IntCal20	3758	52	1895-1693 calBCE (3485±33 BP, OxA-14731)	..	England_C_EBA	England, London, Mortlake, River Thames Skulls	United Kingdom	51.471197	-0.266408	Repulldown on 3.2M snpset	1240K	2	2.31049	818504	443772	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	120.118414	T2b	[0.975,0.992]	..	..	ds.half,ds.half	S6749.L1,S5377.L1	PASS	..	
I5441	I5441	SB 434A3 (EM.588)	petrous	2018	OlaldeNature2018	Context: Archaeological - Period	3750	115	2000-1600 BCE	..	England_C_EBA	England, Devon, Paington, Neale's Cave	United Kingdom	50.426084	-3.580537	Repulldown on 3.2M snpset	1240K	1	0.216	211098	113294	M	n/a (no relatives detected)	R-BY23570	R1b1a1b1a1a2c1a1d	199.016175	H1+16239	[0.944,0.972]	0.063	..	ds.half	S5441.L1	PASS	mtcontam=[0.944,0.972]	
I7570	I7570	3043 (F. 320, Context 3043)	petrous	2018	OlaldeNature2018	Direct: IntCal20	3569	53	1736-1534 calBCE (3347±30 BP, SUERC-74471)	adult _possible	England_C_EBA	England, Lincolnshire, Langtoft	United Kingdom	52.696301	-0.34	Repulldown on 3.2M snpset	1240K	1	2.960615	760444	413988	M	n/a (no relatives detected)	R-P312	R1b1a1b1a1a2	87.5	T2b4+152	[0.986,0.996]	0.106	0.422	ds.half	S7570.E1.L1	PASS	extraction.negative.flag, Xcontam=[0.006,0.012]	
I7573	I7573	410 (FORTUY12, Context 410)	petrous	2018	OlaldeNature2018	Direct: IntCal20	3520	35	1625-1507 calBCE (3306±27 BP, SUERC-44496)	young adult 	England_C_EBA	England, Cambridgeshire, Fordham	United Kingdom	52.310608	0.386227	Repulldown on 3.2M snpset	1240K	1	2.985658	708851	386896	F	n/a (no relatives detected)	n/a (female)	n/a (female)	174	H1	[0.993,0.999]	0.093	0.013	ds.half	S7573.E1.L1	PASS	extraction.negative.flag	
I7630	I7630	ERYM5:2003:115, Sk1009 (Sk 1009)	bone (long bone)	2018	OlaldeNature2018	Direct: IntCal20	3734	58	1881-1689 calBCE (3458±27 BP, SUERC-72661) 	..	England_C_EBA	England, Yorkshire, East Riding, North Ferriby, Melton Quarry	United Kingdom	53.726187	-0.529641	Repulldown on 3.2M snpset	1240K	1	0.014381	16852	8903	M	n/a (no relatives detected)	R-P312	R1b1a1b1a1a2	4.51	U5a1b	[0.890,0.999]	0.091	0.498	ds.half	S7630.E1.L1	PASS	..	
I7635	I7635	SB441A (Sk 8)	petrous	2018	OlaldeNature2018	Direct: IntCal20	4030	50	2196-1976 calBCE (3690±28 BP, BRAMS-1286)	..	England_C_EBA	England,  County Durham, Stockton-on-Tees, Windmill Fields	United Kingdom	54.522812	-1.308134	Repulldown on 3.2M snpset	1240K	1	0.619524	482203	261018	F	n/a (no relatives detected)	n/a (female)	n/a (female)	77.8	H1c	[0.992,0.999]	0.068	0.008	ds.half	S7635.E1.L1	PASS	..	
I7639	I7639	SB548A (Grave II)	petrous	2018	OlaldeNature2018	Direct: IntCal20	3797	98	2033-1635 calBCE (3520±70 BP, HAR-3880)	..	England_C_EBA	England, Cambridgeshire, Chippenham, Waterhall Farm	United Kingdom	52.276938	0.461902	Repulldown on 3.2M snpset	1240K	1	0.052348	59523	32011	F	n/a (no relatives detected)	n/a (female)	n/a (female)	1.54	n/a (<2x)	n/a (<2x)	0.048	0.008	ds.half	S7639.E1.L1	PASS	damage.ds.half=0.048	
I12776	I12776	TB 104, CPC15-058	petrous	2021	PattersonNature2021	Direct: IntCal20	3778	42	1918-1750 calBCE (3515±20 BP, PSUAMS-8288)	neonate	England_C_EBA_highEEF	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	53.079803	-1.640942	Repulldown on 3.2M snpset	1240K	1	3.336133	792313	436623	F	n/a (no relatives detected)	n/a (female)	n/a (female)	636.6	U4a2c	[0.985,0.998]	0.051	0.01	ds.half	S12776.Y1.E1.L1	PASS	..	
I2462	I2462	EXEKA09_220053	petrous	2018	OlaldeNature2018	Direct: IntCal20	3942	59	2131-1890 calBCE (3625±35 BP, SUERC-40718)	25-30	England_C_EBA_highEEF	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	2.78	816454	443044	F	n/a (no relatives detected)	n/a (female)	n/a (female)	274.644396	U5a1d2a	[0.969,0.991]	0.115	..	ds.half	S2462.E1.L2	PASS	..	
I5373	I5373	SB 380B3 (CPC98314)	bone (long bone)	2018	OlaldeNature2018	Direct: IntCal20	4034	47	2195-1980 calBCE (3694±25 BP, BRAMS-1230)	..	England_C_EBA_lowEEF	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	53.079803	-1.640942	Repulldown on 3.2M snpset	1240K	1	0.225	219181	118392	M	n/a (no relatives detected)	R-L51	R1b1a1b1a	214.570282	X2b+226	[0.97,0.99]	0.042	..	ds.half	S5373.L1	PASS	damage.ds.half=0.042	
I11571	I11571	KD011	tooth	2022	GretzingerNature2022	Context: Archaeological - Period	1350	58	500-700 CE	..	England_EarlyMedieval	England, Dorset, Worth Matravers	United Kingdom	50.60009092	-2.036950526	Repulldown on 3.2M snpset	1240K	1	0.251838	249588	133463	F	n/a (no relatives detected)	n/a (female)	n/a (female)	204	H11a	[0.99,0.999]	0.067	0.009	ds.half	S11571.E1.L1	PASS	..	
I11577	I11577	KD017	tooth	2022	GretzingerNature2022	Context: Archaeological - Period	1350	58	500-700 CE	..	England_EarlyMedieval	England, Dorset, Worth Matravers	United Kingdom	50.60009092	-2.036950526	Repulldown on 3.2M snpset	1240K	1	0.072758	81649	43130	M	n/a (no relatives detected)	..	..	402.7	H1e1a	[0.985,0.997]	0.101	0.399	ds.half	S11577.E1.L1	PASS	..	
I11579	I11579	KD019	tooth	2022	GretzingerNature2022	Context: Archaeological - Period	1350	58	500-700 CE	..	England_EarlyMedieval	England, Dorset, Worth Matravers	United Kingdom	50.60009092	-2.036950526	Repulldown on 3.2M snpset	1240K	1	0.304101	290757	155487	F	n/a (no relatives detected)	n/a (female)	n/a (female)	865.2	U5b2c1	[0.994,1]	0.078	0.009	ds.half	S11579.E1.L1	PASS	..	
I11581	I11581	KD021	tooth	2022	GretzingerNature2022	Context: Archaeological - Period	1350	58	500-700 CE	..	England_EarlyMedieval	England, Dorset, Worth Matravers	United Kingdom	50.60009092	-2.036950526	Repulldown on 3.2M snpset	1240K	1	0.192698	197245	105173	M	n/a (no relatives detected)	..	..	600.5	H5c	[0.994,1]	0.073	0.381	ds.half	S11581.E1.L1	PASS	..	
I11582	I11582	KD022	tooth	2022	GretzingerNature2022	Context: Archaeological - Period	1350	58	500-700 CE	..	England_EarlyMedieval	England, Dorset, Worth Matravers	United Kingdom	50.60009092	-2.036950526	Repulldown on 3.2M snpset	1240K	1	0.021474	24995	13177	M	n/a (no relatives detected)	..	..	626.9	T2a1a	[0.994,1]	0.082	0.401	ds.half	S11582.E1.L1	PASS	..	
I14533_d	I14533	TB 152, R6050/69	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1350	58	500-700 CE	..	England_EarlyMedieval	England, Sussex, Bishopstone, Rookery Hill	United Kingdom	50.789115	0.082351	Repulldown on 3.2M snpset	1240K	1	0.074327	78309	42341	F	n/a (no relatives detected)	n/a (female)	n/a (female)	134.953769	T2	..	..	0.017666393	ds.half	S14533.Y1.E1.L1	PASS	..	
I14538	I14538	TB 157,  R6050/23	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1350	58	500-700 CE	..	England_EarlyMedieval	England, Sussex, Bishopstone, Rookery Hill	United Kingdom	50.789115	0.082351	Repulldown on 3.2M snpset	1240K	1	1.47665	683670	377798	M	n/a (no relatives detected)	..	..	205	K2b1b	[0.986,0.997]	0.101	0.401	ds.half	S14538.Y1.E1.L1	PASS	..	
I14542	I14542	TB 161, R6050/3	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1350	58	500-700 CE	..	England_EarlyMedieval	England, Sussex, Bishopstone, Rookery Hill	United Kingdom	50.789115	0.082351	Repulldown on 3.2M snpset	1240K	1	1.715082	689907	380878	F	n/a (no relatives detected)	n/a (female)	n/a (female)	235.4	W1c	[0.983,0.996]	0.143	0.008	ds.half	S14542.Y1.E1.L1	PASS	..	
I16383	I16383	TB 193; 1972.58.1	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1250	115	500-900 CE	..	England_EarlyMedieval	England, Cornwall, Bude, Widemouth Bay	United Kingdom	50.789848	-4.554473	Repulldown on 3.2M snpset	1240K	1	0.250218	237299	127578	M	n/a (no relatives detected)	..	..	68.28	U5a2a1	[0.978,0.995]	0.072	0.405308892	ss.half	S16383.Y1.E1.L1	PASS	damage.ss.half=0.072	
I16385	I16385	TB 198; 1700.815.1 (Burial 4)	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1250	115	500-900 CE	..	England_EarlyMedieval	England, Cornwall, Newquay, Crantock	United Kingdom	50.40315	-5.112038	Repulldown on 3.2M snpset	1240K	1	0.082564	86110	45867	M	n/a (no relatives detected)	..	..	19.18	H7d2a	[0.944,0.982]	0.081	0.424325248	ss.half	S16385.Y1.E1.L1	PASS	damage.ss.half=0.081	
I16389	I16389	TB 202; 1700.815.3	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1250	115	500-900 CE	..	England_EarlyMedieval	England, Cornwall, Newquay, Crantock	United Kingdom	50.40315	-5.112038	Repulldown on 3.2M snpset	1240K	1	0.168802	170956	91957	M	n/a (no relatives detected)	..	..	28.5	H1ad	[0.953,0.989]	0.079	0.396	ss.half	S16389.Y1.E1.L1	PASS	damage.ss.half=0.079	
I16392	I16392	TB 209; Individual 2	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1225	43	650-800 CE	..	England_EarlyMedieval	England, North Yorkshire, Clapdale, Fox Holes Cave	United Kingdom	54.138487	-2.374045	Repulldown on 3.2M snpset	1240K	1	0.148182	153707	82514	M	n/a (no relatives detected)	..	..	39.92	H3g1	[0.942,0.976]	0.093	0.410099464	ss.half	S16392.Y1.E1.L1	PASS	damage.ss.half=0.093, mtcontam=[0.942,0.976]	
I16508	I16508	SB 481B	petrous	2022	GretzingerNature2022	Direct: IntCal20	1276	38	607-774 calCE (1360±30 BP, SUERC-31585)	..	England_EarlyMedieval	England, Buckinghamshire, Wolverton	United Kingdom	52.062352	-0.81617	Repulldown on 3.2M snpset	1240K	1	1.537873	679171	374134	M	n/a (no relatives detected)	..	..	336.7	J1c5	[0.990,1.000]	0.13	0.420108596	ds.half	S16508.Y1.E1.L1	PASS	..	
I16509	I16509	SB483B	petrous	2022	GretzingerNature2022	Direct: IntCal20	1311	22	600-670 calCE (1395±30 BP, SUERC-31583)	..	England_EarlyMedieval	England, Buckinghamshire, Wolverton	United Kingdom	52.062352	-0.81617	Repulldown on 3.2M snpset	1240K	1	3.468551	760420	420816	M	n/a (no relatives detected)	..	..	371.3	U5b2a1b	[0.986,0.998]	0.091	0.431673788	ds.half	S16509.Y1.E1.L1	PASS	..	
I16510	I16510	SB 484A	petrous	2022	GretzingerNature2022	Direct: IntCal20	1324	19	591-661 calCE (1420±30 BP, SUERC-31578)	..	England_EarlyMedieval	England, Buckinghamshire, Wolverton	United Kingdom	52.062352	-0.81617	Repulldown on 3.2M snpset	1240K	1	3.852548	764931	422912	F	n/a (no relatives detected)	n/a (female)	n/a (female)	377	H	[0.983,0.998]	0.098	0.012806557	ds.half	S16510.Y1.E1.L1	PASS	..	
I17270	I17270	NBS 03; Sk 359	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1200	87	600-900 CE	..	England_EarlyMedieval	England, North Yorkshire, Stockton-on-Tees, Norton, Norton Bishops Mill	United Kingdom	54.594544	-1.309398	Repulldown on 3.2M snpset	1240K	1	2.196664	623064	344115	F	n/a (no relatives detected)	n/a (female)	n/a (female)	213.1	J1b1a1d	[0.990,1.000]	0.148	0.014736288	ds.half	S17270.Y1.E1.L1	PASS	..	
I17271	I17271	NBS 03; Sk 283	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1200	87	600-900 CE	..	England_EarlyMedieval	England, North Yorkshire, Stockton-on-Tees, Norton, Norton Bishops Mill	United Kingdom	54.594544	-1.309398	Repulldown on 3.2M snpset	1240K	1	3.038794	659225	365963	F	n/a (no relatives detected)	n/a (female)	n/a (female)	307.2	H5a6	[0.965,0.986]	0.066	0.012025365	ds.half	S17271.Y1.E1.L1	PASS	..	
I17272	I17272	NEM 84; 2006.1500.25a	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1400	29	500-600 CE	..	England_EarlyMedieval	England, North Yorkshire, Stockton-on-Tees, Norton, Norton East Mill	United Kingdom	54.594544	-1.309398	Repulldown on 3.2M snpset	1240K	1	1.638392	604554	333050	M	n/a (no relatives detected)	..	..	165.9	H5	[0.944,0.973]	0.13	0.438537048	ds.half	S17272.Y1.E1.L1	PASS	mtcontam=[0.944,0.973]	
I17273	I17273	NEM 84; 2006.1500.98 (Context 208, 209)	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1400	29	500-600 CE	..	England_EarlyMedieval	England, North Yorkshire, Stockton-on-Tees, Norton, Norton East Mill	United Kingdom	54.594544	-1.309398	Repulldown on 3.2M snpset	1240K	1	2.792304	650510	359519	F	n/a (no relatives detected)	n/a (female)	n/a (female)	210.8	H1c2	[0.948,0.978]	0.084	0.011092035	ds.half	S17273.Y1.E1.L1	PASS	mtcontam=[0.948,0.978]	
I17275	I17275	NEM 84; 2006.1500.7 (Grave 7)	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1400	29	500-600 CE	..	England_EarlyMedieval	England, North Yorkshire, Stockton-on-Tees, Norton, Norton East Mill	United Kingdom	54.594544	-1.309398	Repulldown on 3.2M snpset	1240K	1	2.369505	623797	342568	F	n/a (no relatives detected)	n/a (female)	n/a (female)	148	K1a4a1a+195	[0.966,0.985]	0.121	0.013858019	ds.half	S17275.Y1.E1.L1	PASS	..	
I17276	I17276	NEM 84; 2006.1500.90 (Grave 90)	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1400	29	500-600 CE	..	England_EarlyMedieval	England, North Yorkshire, Stockton-on-Tees, Norton, Norton East Mill	United Kingdom	54.594544	-1.309398	Repulldown on 3.2M snpset	1240K	1	7.212	843050	463861	F	n/a (no relatives detected)	n/a (female)	n/a (female)	844.3	U5a1f1a1	[0.980,0.995]	0.103	0.013	ss.half	S17276.Y1.E1.L1	PASS	..	
I17277	I17277	Olive St.; H05 17; U/S (H05 17, U/S)	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1200	87	600-900 CE	..	England_EarlyMedieval	England, Durham, Hartlepool, Olive Street	United Kingdom	54.697647	-1.181035	Repulldown on 3.2M snpset	1240K	1	2.429644	622135	344329	M	n/a (no relatives detected)	..	..	261	K2a6	[0.973,0.991]	0.115	0.454346071	ds.half	S17277.Y1.E1.L1	PASS	..	
I11575	I11575	KD015	tooth	2022	GretzingerNature2022	Context: Archaeological - Period	1350	58	500-700 CE	..	England_EarlyMedieval_lc	England, Dorset, Worth Matravers	United Kingdom	50.60009092	-2.036950526	Repulldown on 3.2M snpset	1240K	1	0.006322	7349	3888	F	n/a (no relatives detected)	n/a (female)	n/a (female)	31.01	HV6	[0.991,1]	0.094	0.008	ds.half	S11575.E1.L1	PASS	..	
I11570	I11570	KD010	tooth	2022	GretzingerNature2022	Context: Archaeological - Period	1350	58	500-700 CE	..	England_EarlyMedieval_o	England, Dorset, Worth Matravers	United Kingdom	50.60009092	-2.036950526	Repulldown on 3.2M snpset	1240K	1	0.030267	35097	18457	M	n/a (no relatives detected)	..	..	181.6	U5b1	[0.992,0.999]	0.051	0.417	ds.half	S11570.E1.L1	PASS	..	
I14539	I14539	TB 158, R6050/15	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1350	58	500-700 CE	..	England_EarlyMedieval_o	England, Sussex, Bishopstone, Rookery Hill	United Kingdom	50.789115	0.082351	Repulldown on 3.2M snpset	1240K	1	0.46444	389661	217206	F	n/a (no relatives detected)	n/a (female)	n/a (female)	89.15	I3a	[0.987,0.998]	0.079	0.009	ds.half	S14539.Y1.E1.L1	PASS	..	
I11583	I11583	DNA_code = KD031, Code_on_bag = HP2BA790 AH 10139, Area=BA, Context=790, Grave=Unknown	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	0.621051	431279	226950	M	n/a (no relatives detected)	..	..	171.9	H1c1	[0.979,0.995]	0.136	0.396	ds.half	S11583.E1.L1	PASS	..	
I11584	I11584	DNA_code = KD032, Code_on_bag = HP2BA22 AP, Area=BA, Context=22, Grave=83	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	0.382372	335053	177611	M	n/a (no relatives detected)	..	..	95.55	H1q	[0.972,0.992]	0.12	0.398	ds.half	S11584.E1.L1	PASS	..	
I11586	I11586	DNA_code = KD034, Code_on_bag = HP2BA766 AM 11074, Area=BA, Context=766, Grave=131	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	0.641254	468054	248758	M	n/a (no relatives detected)	..	..	192.3	X2b4a	[0.982,0.996]	0.173	0.4	ds.half	S11586.E1.L1	PASS	..	
I11587	I11587	DNA_code = KD035, Code_on_bag = HP2BA775 AA 12206, Area=BA, Context=775, Grave=133	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	0.97942	601436	323104	F	n/a (no relatives detected)	n/a (female)	n/a (female)	258.4	U5a1a1e	[0.989,1]	0.13	0.008	ds.half	S11587.E1.L1	PASS	..	
I11589	I11589	DNA_code = KD037, Code_on_bag = HP2BA805 AO, Area=BA, Context=805, Grave=139	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	1.833302	691402	371755	F	n/a (no relatives detected)	n/a (female)	n/a (female)	568.7	T2b2b	[0.984,0.996]	0.134	0.006	ds.half	S11589.E1.L1	PASS	..	
I11590	I11590	DNA_code = KD038, Code_on_bag = HP2BA890 AI 10148, Area=BA, Context=890, Grave=145	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	1.069424	594645	321416	M	n/a (no relatives detected)	..	..	262.2	K1a4a1a+195	[0.973,0.99]	0.121	0.394	ds.half	S11590.E1.L1	PASS	..	
I20639	I20639	DNA_code = PJ009, Code_on_bag = 2B70, Area=B, Context=70, Grave=115	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	0.627	471367	250429	M	n/a (no relatives detected)	..	..	75.13	H59a	[0.986,0.999]	0.169	0.411	ss.half	S20639.E1.L1	PASS	..	
I20641	I20641	DNA_code = PJ011, Code_on_bag = HP2BA1180 AC 17157, Area=BA, Context=1180, Grave=171	tooth (molar)	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	1.51	707709	382976	M	n/a (no relatives detected)	..	..	300.3	H1a3b	[0.980,0.996]	0.237	0.422	ss.half	S20641.E1.L1	PASS	..	
I20642	I20642	DNA_code = PJ012, Code_on_bag = HP2BA285 AF 1809, Area=BA, Context=285, Grave=88	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	0.083	83076	44182	F	n/a (no relatives detected)	n/a (female)	n/a (female)	7.959	K1a4a1a+195	[0.927,0.986]	0.162	0.011	ss.half	S20642.E1.L1	PASS	..	
I20643	I20643	DNA_code = PJ013, Code_on_bag = HP2BA420 AB 1570, Area=BA, Context=420, Grave=111	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	0.396	316844	168624	F	n/a (no relatives detected)	n/a (female)	n/a (female)	30.52	H7	[0.967,0.996]	0.17	0.011	ss.half	S20643.E1.L1	PASS	..	
I20644	I20644	DNA_code = PJ014, Code_on_bag = HP2BA633 AL 9206, Area=BA, Context=633, Grave=125	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	3.754	865721	468698	M	n/a (no relatives detected)	..	..	92.38	H1	[0.970,0.993]	0.161	0.425	ss.half	S20644.E1.L1	PASS	..	
I20645	I20645	DNA_code = PJ015, Code_on_bag = HP2BA896 AG 12115, Area=BA, Context=896, Grave=149	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	0.283	267324	142391	M	n/a (no relatives detected)	..	..	20.16	H1	[0.944,0.986]	0.211	0.412	ss.half	S20645.E1.L1	PASS	..	
I20650	I20650	DNA_code = PJ019, Code_on_bag = 2B83, Area=B, Context=83, Grave=144	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	1.525	729504	393327	M	n/a (no relatives detected)	..	..	104	H1a1	[0.975,0.995]	0.18	0.41	ss.half	S20650.E1.L1	PASS	Xcontam=[0.006, 0.014]	
I20652	I20652	DNA_code = PJ021, Code_on_bag = AA2BA142, Area=BA, Context=142, Grave=99	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	5.164	891044	482578	M	n/a (no relatives detected)	..	..	213.2	K2a7	[0.943,0.969]	0.127	0.434	ss.half	S20652.E1.L1	PASS	mtcontam=[0.943,0.969]	
I20653	I20653	DNA_code = PJ022, Code_on_bag = AU2BA150, Area=BA, Context=150, Grave=96	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	0.67	484958	261416	F	n/a (no relatives detected)	n/a (female)	n/a (female)	63.18	K1c2	[0.948,0.973]	0.155	0.01	ss.half	S20653.E1.L1	PASS	mtcontam=[0.948,0.973]	
I20658	I20658	DNA_code = PJ027, Code_on_bag = HP2BA466 BN 2228, Area=BA, Context=466, Grave=114	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	2.261	808298	437522	F	n/a (no relatives detected)	n/a (female)	n/a (female)	119.2	T2b33	[0.984,0.997]	0.155	0.011	ss.half	S20658.E1.L1	PASS	..	
I20659	I20659	DNA_code = PJ028, Code_on_bag = HP2BA575 BI 3616, Area=BA, Context=575, Grave=110	petrous	2022	GretzingerNature2022	Context: Archaeological - Period	1450	58	400-600 CE	..	England_EarlyMedieval_Saxon	England, North Yorkshire, Vale of Pickering, West Heslerton	United Kingdom	54.170989	-0.605739	Repulldown on 3.2M snpset	1240K	1	2.177	777754	420293	F	n/a (no relatives detected)	n/a (female)	n/a (female)	78.45	J1c2e	[0.988,0.998]	0.143	0.011	ss.half	S20659.E1.L1	PASS	..	
